Music-Bollywood,Music-Devotional,Music-Indian Classical,Music-Hindustani,Music-Carnatic,Music-Regional Music,Music-Punjabi,Music-Tamil,Music-Telugu,Music-Bengali,Music-Marathi,Music-Kannada,Music-Gujarati,Music-Pop,Music-Hip-Hop and Rap,Music-Electronic,Music-Folk,Music-Sufi and Ghazal,Music-Classical Fusion,Music-New Releases,Music-Bollywood Classics,Music-Mood-Based Playlists,Music-Artist Radio
-0.8268197431177464,-0.9138307008004865,-1.171511780695963,-0.842883348508921,-1.4360863041585488,-0.5512144232441962,-0.04539833351515623,-0.2484454043850099,-0.4212781597508092,-1.0213616391165141,-0.9414934906480806,0.2354890835285703,-1.058198916951953,-1.5870174275933604,0.5714838697645258,-1.5583219738460246,-1.521014559148838,-1.222513530581197,-0.8765695354245335,-0.48863380301503734,-0.7508023276286361,-1.185728920537885,-1.44117194979078
0.08362211809771015,0.5857522472169764,-0.8327004935574366,0.6521543168959381,-0.16876741239233756,0.6690525033178201,1.5794714227780695,-0.12249585893907111,0.5218299753015733,-0.38100166109680367,0.5441101814498572,-0.2499730421418228,0.11270452700993222,-0.28930680572213174,0.642270645428874,0.24709325793994757,0.5575644841443373,0.25862006639470764,0.3681774077739933,0.8479454587729286,0.551616263615212,0.6563782811390039,0.9280061527953264
0.14226475124936136,-1.9532506520718234,-1.8663194691421239,-1.7125244216124227,-1.459002318672625,-0.6385153490169404,-0.04329477349564378,0.48890316372029036,-0.8023805096134458,1.0520140652080958,1.0100807325533872,-1.0050990091083216,-0.6962156082066556,1.0628248966162057,0.7895758916141724,0.10227234030838969,-0.7678823261175108,-1.4566062954165475,-0.7696144398473088,0.0824049774235134,-0.2087284188466999,-1.9195477706623145,-1.028423663497065
0.2359893602977373,0.6746530322807313,0.5083909131432304,0.4137345486670275,1.233435304440806,1.2131275260057606,1.3931498581117303,1.3750346361702925,1.1691250862477485,1.2014240334862132,0.30144025474411373,2.0016754217861243,0.6060794452529765,-0.23178388737676214,0.6113322886506478,1.3170206937971967,1.832004091909108,1.2886604021629413,1.0993949718426972,0.888124088048853,0.8521037328280999,2.1031262435696325,1.5181943652003245
0.7735574146271268,0.816880329819211,0.42096255327103904,0.22338613996648407,0.7439367628937281,0.7270340185470537,-0.14042999249662422,0.6727654630062072,1.0010548554414054,0.2911075681133881,0.7679234392710542,0.2252912518615703,0.5431529185926754,0.7330708055280445,0.171065082800512,1.3656107271060018,0.6727286703931585,0.9458964856482492,0.3190922080601767,1.6047234269099124,1.1040847783853929,1.0099195954017286,0.19518270986106817
-0.6011640943220582,-1.2308814716899894,-3.333815997492133,-2.6359772250717124,-1.0223143329463775,-0.7812093205848251,-0.3362366859434393,0.520378539714468,-0.4814495521737858,-0.9972435102312911,-0.5767785116500376,0.12967474527086081,-0.4606913684426256,-0.405182788238965,-0.9401069953664534,-0.48433051279702155,-2.0834675287321476,-0.9017803038654048,-1.2827795259910624,0.035841539399809275,-1.3703007841829276,-2.0022517330887126,-1.12886411814592
-0.7599218092807257,-0.061625551826494415,0.8378795060095343,0.1284775951095627,0.44106771863278715,0.061686467264292735,-0.9087078295567459,1.4298406058961803,0.3613935204115922,-0.7728258069159875,-0.9587893805140947,-1.2278918554535985,-0.22636958898255885,0.1644182565859747,0.8542461418152956,1.1890815505837495,0.21453549561381302,-0.8741759424512345,-0.2957946738744119,-0.11792524879762277,-0.5939580769111444,-0.26167408236528134,-1.1325900914072324
-0.2473692475497192,-0.1334863124455628,-0.1938369817879019,0.07825027879357624,-0.06539576871835935,-0.6263227969002523,0.5224614379097688,-0.8468213290108989,-0.6844123102466996,-1.0800943242267353,-0.347227755756608,-0.39491990469578675,-0.8054247008168836,-1.4112774014924405,-0.03537511033552936,-0.904873717521812,-0.6668599664783709,-0.4286819810792151,-0.7896632809449448,0.1826364539217162,0.058490868712300186,-0.2470777838360566,-0.6274942940519971
0.3691153894599599,0.3419421803856069,1.2294638938303442,0.4766416641905014,1.6454552722140108,1.3695670740102799,0.21134260385905268,2.3887473110871356,2.9418092040839,0.2837828637774752,-0.8094357297841894,2.232745237404443,2.125801919553334,2.4663491668440116,2.56825682609464,2.1127595711998146,0.8077636544884361,1.0893782498411413,1.4745241429640459,1.9234742595020746,1.8420712486995274,1.3165765073594689,2.074875221629789
-1.8486656237431565,-1.2805829029152929,-2.3607030576083052,-0.4932770467468406,-0.9363341586460728,0.27502344843842935,-1.0759268458908255,-0.5825347637654239,0.39977964102059493,1.0877615124874764,0.3994059511245881,-0.9328981426122162,-0.09825699100057646,0.09078086772038131,1.3031468744348356,0.21009843711213497,-1.1027231195007172,-1.0192395888098964,-1.6330308352246452,0.28948655857605904,0.003967366240514092,-1.6357095912214314,-0.9939915700797035
